"Country","Year","LifeExp","Gini","GDP"
"Albania",2020,77.8241,29.4,14512.053775245
"Albania",2019,79.4669,30.1,14792.2618929217
"Albania",2018,79.2377,30.1,13696.8427457045
"Albania",2017,78.9003,33.1,12771.0037929102
"Albania",2016,78.6433,33.7,12078.8277189549
"Albania",2015,78.358,32.8,11662.0057774038
"Albania",2014,78.0291,34.6,11259.2559553602
"Albania",2012,78.0836,29,10526.2643721186
"Albania",2008,78.2484,30,8228.34226777512
"Albania",2005,76.4266,30.6,5865.30563672047
"Albania",2002,75.2987,31.7,4661.39281830022
"Albania",1996,74.1134,27,2979.8186518441
"Algeria",2011,74.3834,27.6,14639.8779436268
"Algeria",1995,67.6914,35.3,7746.71683861168
"Angola",2018,62.6219,51.3,7347.79993635052
"Angola",2008,55.2809,42.7,6651.37774105467
"Angola",2000,46.5005,51.9,3326.77991383311
"Argentina",2022,75.8061,40.7,29597.6938429264
"Argentina",2021,73.9485,42.4,26300.274261175
"Argentina",2020,75.8781,42.7,22393.3479575353
"Argentina",2019,76.8475,43.3,23516.8261980886
"Argentina",2018,76.7698,41.7,24410.3919063335
"Argentina",2017,76.5434,41.4,23385.0740904917
"Argentina",2016,76.105,42.3,20105.761359796
"Argentina",2014,76.2678,41.8,19487.4181748868
"Argentina",2013,75.8292,41.1,19928.989490167
"Argentina",2012,75.8024,41.4,19430.4178068112
"Argentina",2011,76.0998,42.7,19104.9909405228
"Argentina",2010,75.68,43.7,17847.6110371438
"Argentina",2009,75.5773,43.8,16182.0753478429
"Argentina",2008,75.4281,45,17276.7570884025
"Argentina",2007,74.7827,46.3,16455.1129799188
"Argentina",2006,75.2791,46.4,14843.5778656186
"Argentina",2005,75.2306,47.8,13464.8128469003
"Argentina",2004,74.8713,48.5,12117.6797424618
"Argentina",2003,74.3073,51,10933.3925490662
"Argentina",2002,74.3122,53.8,9953.46492878861
"Argentina",2001,74.1542,53.3,11117.754923304
"Argentina",2000,73.91,51,11499.9828002698
"Argentina",1999,73.6833,49.8,11463.853308121
"Argentina",1998,73.4121,50.7,11835.67698712
"Argentina",1997,73.4071,49.1,11403.4807923124
"Argentina",1996,73.0565,49.5,10495.8392453675
"Argentina",1995,72.8644,48.9,9890.92470883083
"Argentina",1994,72.7317,45.9,10103.0297413485
"Argentina",1993,72.3033,44.8,9472.44509946864
"Argentina",1992,72.0958,45.5,8667.85280353006
"Argentina",1991,72.0204,46.8,7960.97844042597
"Armenia",2022,74.6333,27.9,19161.370051419
"Armenia",2021,72.5524,27.9,15921.705281964
"Armenia",2020,68.8898,25.1,14706.3173043422
"Armenia",2019,75.1931,30,14975.7539538157
"Armenia",2018,74.9783,34.4,12877.4937543553
"Armenia",2017,74.7441,33.6,12066.0043093819
"Armenia",2016,74.4937,32.5,10570.2720413936
"Armenia",2015,74.229,32.4,9756.84084836026
"Armenia",2014,73.98,31.5,9736.2349746279
"Armenia",2013,73.7131,30.6,9454.87852836556
"Armenia",2012,73.4396,29.6,8942.63537897164
"Armenia",2011,73.1852,29.4,7624.26772626905
"Armenia",2010,72.9381,30,7095.21267972094
"Armenia",2009,72.7136,28,6811.69247962741
"Armenia",2008,72.5193,29.2,7827.316667339
"Armenia",2007,72.3589,31.2,7136.75405509164
"Armenia",2006,72.2188,29.7,6072.75924465718
"Armenia",2005,72.0822,36,5172.21892096961
"Armenia",2004,71.9262,37.5,4377.22759688046
"Armenia",2003,71.7343,33,3836.22556765401
"Armenia",2002,71.4859,34.8,3282.11706336711
"Armenia",2001,71.1744,35.4,2844.36266354649
"Armenia",1999,70.418,36.2,2376.51916942321
"Australia",2018,83.2582,34.3,50183.6898127634
"Australia",2016,82.8014,33.7,47260.1529933747
"Australia",2014,82.5182,34.4,46903.770304139
"Australia",2010,82.0132,34.7,39372.8511038542
"Australia",2008,81.4267,35.4,37532.9990434133
"Australia",2004,80.7334,33.1,31763.7960926854
"Australia",2003,80.4396,33.5,30121.8184177337
"Australia",2001,80.006,33.5,27645.8140289701
"Australia",1995,78.2569,32.6,21038.6667853022
"Austria",2021,81.8204,30.7,62912.1741140595
"Austria",2020,81.8037,29.8,58523.0337816244
"Austria",2019,81.9072,30.2,60354.9279422121
"Austria",2018,81.6859,30.8,56636.4953030539
"Austria",2017,81.6387,29.7,53869.8321183555
"Austria",2016,81.5922,30.8,52397.8635176673
"Austria",2015,81.1592,30.5,49562.5939257986
"Austria",2014,81.39,30.5,48355.4977624407
"Austria",2013,81.078,30.8,47519.8522796571
"Austria",2012,80.8407,30.5,46156.4832073037
"Austria",2011,80.8281,30.8,44171.5618687028
"Austria",2010,80.4634,30.3,41740.1149241758
"Austria",2009,80.2064,31.5,40665.5046605019
"Austria",2008,80.3633,30.4,41046.7900352112
"Austria",2007,80.1664,30.6,39193.8173640977
"Austria",2006,79.9648,29.6,37396.0350960866
"Austria",2005,79.5202,28.7,34776.6699535218
"Austria",2004,79.3624,29.8,33523.0204968283
"Austria",2003,78.8491,29.5,31962.9255331065
"Austria",2000,78.235,29,29214.7386484813
"Austria",1999,77.9554,29.7,27500.084954534
"Austria",1998,77.7823,31.3,26529.1815683188
"Austria",1997,77.4279,29.1,25294.723885165
"Austria",1996,77.0256,29.3,24417.66429689
"Austria",1995,76.7753,29.9,23588.4562990757
"Austria",1994,76.5414,30.8,22538.0742657382
"Azerbaijan",2005,67.7103,26.6,6741.20096471132
"Azerbaijan",2004,67.4882,26.6,5160.47262532578
"Azerbaijan",2003,67.036,26.8,4640.13437290613
"Azerbaijan",2002,66.769,25.3,4160.21616652063
"Azerbaijan",2001,66.0429,36.5,3771.2705793939
"Azerbaijan",1995,61.9313,34.6,2317.79279883847
"Bangladesh",2022,74.2647,33.4,8450.54902533944
"Bangladesh",2016,71.0752,32.4,4579.13228682862
"Bangladesh",2010,68.0091,32.1,2833.69544366101
"Bangladesh",2005,65.5087,33.2,2019.73839561092
"Bangladesh",2000,62.0487,33.4,1511.90500589079
"Bangladesh",1995,58.2442,32.9,1206.36646700093
"Bangladesh",1991,53.7809,27.6,987.313199477701
"Belarus",2020,72.269,24.4,24872.3398993711
"Belarus",2019,74.2555,25.3,22301.5766886376
"Belarus",2018,74.3344,25.2,20026.0306698699
"Belarus",2017,74.3618,25.4,18413.7127377197
"Belarus",2016,74.1532,25.3,17832.4778855815
"Belarus",2015,73.7607,25.6,18133.5696288888
"Belarus",2014,73.245,27.2,19037.8209530599
"Belarus",2013,72.6808,26.6,19014.0529737697
"Belarus",2012,71.8,26.5,18114.7508606707
"Belarus",2011,71.0679,27.2,16563.2014078209
"Belarus",2010,70.5005,28.6,15339.0999024908
"Belarus",2009,70.4088,27.7,14034.191120749
"Belarus",2008,70.3485,27.8,13886.1314048183
"Belarus",2007,69.9855,29.6,12320.024025772
"Belarus",2006,69.436,28.3,10994.5981283371
"Belarus",2005,68.9822,27.6,9636.89112407696
"Belarus",2004,68.6879,26.5,8482.92020173857
"Belarus",2003,68.4289,28.8,7361.72161601516
"Belarus",2002,68.2983,30.3,6697.15436392275
"Belarus",2001,68.4351,30.6,6238.09862993194
"Belarus",2000,68.4637,31.2,5795.65224182629
"Belarus",1999,68.4193,31.7,5331.41743687119
"Belarus",1998,68.2715,32,5061.33499020399
"Belgium",2021,81.6591,26.6,60611.5271350127
"Belgium",2020,80.7977,26,56120.0958420466
"Belgium",2019,81.8353,27.2,56712.4695719782
"Belgium",2018,81.4805,27.2,52466.7330784599
"Belgium",2017,81.3624,27.4,50256.0631772784
"Belgium",2016,81.2647,27.6,48414.5518065681
"Belgium",2015,80.8889,27.7,46084.2424551717
"Belgium",2014,81.0802,28.1,45147.6429534057
"Belgium",2013,80.4668,27.7,43864.1204196838
"Belgium",2012,80.2604,27.5,42483.5250666788
"Belgium",2011,80.3664,28.1,41244.8495035213
"Belgium",2010,80.04,28.4,39844.4054386496
"Belgium",2009,79.8489,28.6,37885.9059125602
"Belgium",2008,79.5793,28.4,37883.3319417819
"Belgium",2007,79.5284,29.2,36799.5318686343
"Belgium",2006,79.3894,28.1,35258.985063203
"Belgium",2005,79.0532,29.3,33177.8909458158
"Belgium",2004,78.9605,30.5,32063.9826949865
"Belgium",2003,78.3203,28.1,30934.5826454577
"Belgium",2000,77.7684,33.1,27788.0908832256
"Belgium",1997,77.4025,26.8,23727.8975208193
"Belgium",1995,76.8403,28.4,22431.459360451
"Belgium",1992,76.3582,24.9,20258.5474461442
"Belize",1999,68.9764,53.2,6800.70134747602
"Belize",1998,68.9063,54.9,6342.85584852988
"Belize",1997,69.1828,60.4,6252.02001341667
"Belize",1996,69.3627,56.5,6096.38437206112
"Belize",1994,69.5846,60.9,6081.74072826924
"Belize",1993,69.5946,60.2,6083.96777998496
"Benin",2021,59.6103,34.4,3464.2886286745
"Benin",2018,59.7097,37.9,2965.30628143664
"Benin",2015,59.1233,47.6,2725.33724817144
"Benin",2011,58.4618,43.4,2264.84186926384
"Benin",2003,57.0924,38.6,1841.60297282304
"Bhutan",2022,72.754,28.5,15063.8105697833
"Bhutan",2017,71.4127,37.4,11677.4142686794
"Bhutan",2012,69.7589,38.8,8577.4073193319
"Bhutan",2007,67.1518,38.1,5728.91569800792
"Bhutan",2003,64.6619,40.9,3942.28144813904
"Bosnia and Herzegovina",2011,76.9632,33,9761.51519578686
"Bosnia and Herzegovina",2007,76.1618,33.1,7686.4139346005
"Bosnia and Herzegovina",2004,76.4891,34,5408.16150474843
"Bosnia and Herzegovina",2001,75.5725,30,4307.12311817515
"Botswana",2015,63.215,53.3,14143.6940733728
"Botswana",2009,58.2975,60.5,11445.7127981806
"Botswana",2002,52.3733,64.7,9752.83566344882
"Botswana",1993,57.3159,60.1,6705.81863376533
"Brazil",2022,74.8719,52,19876.8533546887
"Brazil",2021,73.0377,52.9,18075.7060063108
"Brazil",2020,74.5058,48.9,16101.618305077
"Brazil",2019,75.8093,53.5,16069.8380163501
"Brazil",2018,75.6335,53.9,15463.7426396097
"Brazil",2017,75.3835,53.3,14559.0488894794
"Brazil",2016,75.0805,53.4,14309.2061473297
"Brazil",2015,75.1064,51.9,14821.438318195
"Brazil",2014,74.8225,52,15827.3081625514
"Brazil",2013,74.6093,52.7,15722.3335254698
"Brazil",2012,74.3346,53.4,15198.0863321248
"Brazil",2011,74.0473,52.9,15211.7920395129
"Brazil",2009,73.4569,53.7,13390.6831318342
"Brazil",2008,73.1109,54,13445.2454699613
"Brazil",2007,72.7297,54.9,12672.5051161153
"Brazil",2006,72.2963,55.6,11750.5312440167
"Brazil",2005,71.8319,56.3,11081.247473701
"Brazil",2004,71.3611,56.5,10525.711378708
"Brazil",2003,70.8841,57.6,9801.96212478865
"Brazil",2002,70.3958,58.1,9616.5948552087
"Brazil",2001,69.98,58.4,9303.6452918321
"Brazil",1999,69.2111,59,8634.60784573779
"Brazil",1998,68.8482,59.6,8598.80569251682
"Brazil",1997,68.505,59.8,8601.60903055747
"Brazil",1996,68.1084,59.8,8300.63414175218
"Brazil",1995,67.7006,59.5,8096.91149172834
"Brazil",1993,66.8923,60.1,7259.9888571372
"Brazil",1992,66.5393,53.1,6869.41000556192
"Brazil",1990,65.8624,60.4,6687.92294833905
"Bulgaria",2021,71.4137,39,29278.7949805816
"Bulgaria",2020,73.5992,40.5,25863.3441481014
"Bulgaria",2019,75.0874,40.3,25434.8488732657
"Bulgaria",2018,74.9325,41.3,22977.7790501903
"Bulgaria",2017,74.7977,40.4,21457.9249725792
"Bulgaria",2016,74.8271,40.6,20065.6884070776
"Bulgaria",2015,74.6208,38.6,18390.9642349989
"Bulgaria",2014,74.4664,37.4,17616.3485657192
"Bulgaria",2013,74.8277,36.6,16649.4008643826
"Bulgaria",2012,74.3373,36,16327.2877371365
"Bulgaria",2011,74.1693,34.3,15747.4201648316
"Bulgaria",2010,73.814,35.7,14955.9157788275
"Bulgaria",2009,73.6808,33.8,14180.7280705653
"Bulgaria",2008,73.3385,33.6,14346.8758795014
"Bulgaria",2007,73.008,36.1,12822.3130489488
"Bulgaria",2006,72.6899,35.7,11408.0495155875
"Burkina Faso",2021,60.0463,37.4,2486.43093147762
"Burkina Faso",2018,59.9719,43,2073.3235382155
"Burkina Faso",2014,58.3315,35.3,1661.31773793757
"Burkina Faso",2009,55.7909,39.8,1359.69224907933
"Burkina Faso",2003,51.9586,43.3,1037.83799373767
"Burkina Faso",1998,50.1629,49.9,838.079355304816
"Burkina Faso",1994,49.4695,48,649.842407582694
"Burundi",2020,62.5694,37.5,786.515830674648
"Burundi",2013,59.1786,38.6,687.365920077706
"Burundi",2006,53.962,33.4,579.571321312066
"Burundi",1998,46.6781,42.1,533.345692096368
"Burundi",1992,44.469,33.3,639.726216866568
"C̫te d'Ivoire",2021,60.2897,35.3,6045.20480490879
"C̫te d'Ivoire",2018,59.7946,37.2,4945.62520575915
"C̫te d'Ivoire",2015,58.2807,41.5,4403.64296618998
"C̫te d'Ivoire",2008,54.1794,43.2,3115.83789182732
"C̫te d'Ivoire",2002,51.5441,41.3,2851.03041356263
"C̫te d'Ivoire",1998,51.22,39,3086.12766388878
"C̫te d'Ivoire",1995,51.7133,40.6,2683.32097616888
"C̫te d'Ivoire",1992,52.4291,39.4,2624.5242226005
"Cabo Verde",2015,74.0963,42.4,6773.48679969386
"Cabo Verde",2007,71.487,47.2,5566.7694909317
"Cabo Verde",2001,68.7073,52.5,3216.64651182627
"Cameroon",2021,61.1463,42.2,4793.55628200196
"Cameroon",2014,59.1301,46.6,3422.26128158344
"Cameroon",2007,55.7101,42.8,2817.72228114122
"Cameroon",2001,53.5983,42.1,2190.89640714648
"Cameroon",1996,53.2003,44.4,1849.50650038028
"Canada",2019,82.2848,31.7,50498.9731057448
"Canada",2018,81.9247,32.5,49982.5999118348
"Canada",2017,81.9195,33.3,48317.3874457165
"Canada",2016,82.0301,32.7,46470.6466391111
"Canada",2015,81.9084,33.7,44669.4513631838
"Canada",2014,81.8373,33.2,45758.1007297304
"Canada",2013,81.7852,33.8,44301.0562529133
"Canada",2012,81.7037,33.5,42291.9729357094
"Canada",2011,81.5133,32.7,41666.8374590278
"Canada",2010,81.3363,33.6,40098.2537191139
"Canada",2009,81.0648,34,38864.0566958538
"Canada",2008,80.7304,33.9,40376.0882836384
"Canada",2007,80.5422,33.8,39575.4770075876
"Canada",2006,80.5398,34.1,38119.3909593545
"Canada",2005,80.131,33.6,36328.378994377
"Canada",2004,80.029,33.8,33927.6696952532
"Canada",2003,79.7363,33.8,32351.5456968698
"Canada",2002,79.5658,33.6,30963.9218856684
"Canada",2001,79.4494,33.6,30230.8487685762
"Canada",2000,79.233,33.4,29362.0841609786
"Canada",1999,78.8851,33.1,27841.3533496575
"Canada",1998,78.6741,33.2,26319.6741635104
"Canada",1997,78.4649,33.1,25258.8605604948
"Canada",1996,78.272,32.8,24050.1750062174
"Canada",1995,78.0206,31.5,23485.6419280395
"Canada",1994,77.9007,31.3,22632.8340863081
"Canada",1993,77.7251,31.7,21440.0469855991
"Canada",1992,77.8525,31.6,20626.2020585898
"Canada",1991,77.5939,31.9,20224.6873311056
"Canada",1990,77.4333,31.4,20229.7558681625
"Central African Republic",2021,40.2791,43,1128.55237996459
"Central African Republic",2008,49.8728,56.2,797.652806153242
"Central African Republic",1992,49.2128,59.3,573.150589265276
"Chad",2022,54.5275,37.4,1808.83862023181
"Chad",2018,52.4467,37.5,1633.63788883194
"Chad",2011,50.4258,43.3,1742.21601669011
"Chad",2003,48.6095,39.8,991.184116982504
"Chile",2022,79.1762,43,30944.6358694631
"Chile",2020,79.3488,47,25350.8635082972
"Chile",2017,80.6096,45.3,24295.2237671304
"Chile",2015,80.0079,45.3,22457.8800611733
"Chile",2013,79.5509,46.8,22201.0660680295
"Chile",2011,79.2357,46.9,20121.6834207585
"Chile",2009,78.8901,47.4,15951.3304877215
"Chile",2006,78.5328,47.7,15510.7700740022
"Chile",2003,77.8841,51.5,10708.8236470582
"Chile",2000,77.1276,52.8,9375.59008392779
"Chile",1998,76.3241,55.5,8850.4917161194
"Chile",1996,75.5548,54.9,7895.43678084451
"Chile",1994,74.973,56.4,6426.14222569093
"Chile",1992,74.3673,54.8,5492.86946939937
"Chile",1990,73.6752,57.2,4405.91401631876
"China",2021,78.1166,35.7,20406.7296584605
"China",2020,78.0191,37.1,17891.4802869971
"China",2019,77.9396,38.2,17262.1759037355
"China",2018,77.709,38.5,16006.9131210004
"China",2017,77.2353,39.1,14750.3658330379
"China",2016,77.214,38.5,13882.0280462079
"China",2015,76.9755,38.6,13201.6738280782
"China",2014,76.7143,39.2,12700.4440173922
"China",2013,76.4521,39.7,12011.6805856079
"China",2012,76.2,42.2,11233.9727678781
"China",2011,75.8891,42.4,10292.9404780675
"China",2010,75.6679,43.7,9256.10388205582
"China",2008,74.8333,43,7583.34889620177
"China",2005,74.085,40.9,5056.98752561594
"China",2002,73.0339,42,3532.31565803443
"China",1999,71.9519,38.7,2650.51452387721
"China",1996,70.8225,35.2,2061.04370100121
"China",1993,69.4924,33.9,1454.62466212999
"China",1990,68.1547,32.2,981.50920263816
"Colombia",2022,76.5081,54.8,20643.2939203482
"Colombia",2021,72.6983,55.1,17352.088868182
"Colombia",2020,74.7565,53.5,15519.2101694656
"Colombia",2019,76.7927,51.3,16181.5908990662
"Colombia",2018,76.5791,50.4,15239.4049488277
"Colombia",2017,76.4178,49.7,14400.6139849314
"Colombia",2016,76.2285,50.6,14026.8399931053
"Colombia",2015,76.0665,51,13332.0555048211
"Colombia",2014,75.9497,52.5,13355.3624162195
"Colombia",2013,75.8343,52.6,12779.8865818318
"Colombia",2012,75.6106,52.6,12093.0754939172
"Colombia",2011,75.1803,53.5,11707.4614624747
"Colombia",2010,74.8757,54.6,10841.1279800255
"Colombia",2009,74.5306,54.3,10367.3489558
"Colombia",2008,74.2057,55.3,10307.0649877196
"Colombia",2005,73.1557,53.9,8432.33329068548
"Colombia",2004,72.7605,55,7909.34635165623
"Colombia",2003,72.3086,53.6,7420.46008358952
"Colombia",2002,71.5366,56,7108.82390284505
"Colombia",2001,71.1853,57.3,6934.88284308463
"Colombia",2000,70.905,58.4,6775.93064419867
"Colombia",1999,70.9131,58.5,6543.86721151689
"Colombia",1996,70.2085,56.8,6638.83973632839
"Colombia",1992,68.7643,51.4,5509.36464890193
"Colombia",1991,68.7719,51.3,5280.77779789159
"Comoros",2014,64.1427,45.3,2937.61192894982
"Comoros",2004,60.5567,55.9,1991.38848997186
"Congo",2011,62.2862,48.9,5175.20439089036
"Congo",2005,58.7302,47.3,4278.92538736364
"Costa Rica",2023,80.7995,46.7,28111.5894761283
"Costa Rica",2022,79.3164,47.2,25936.7694125867
"Costa Rica",2021,78.0501,48.7,23862.3648715793
"Costa Rica",2020,79.7252,49.2,22099.8678127394
"Costa Rica",2019,80.2963,48.2,23339.6091317787
"Costa Rica",2018,80.0896,48,21498.0350746836
"Costa Rica",2017,79.9944,48.3,20499.3442130778
"Costa Rica",2016,79.9879,48.7,19201.7453233396
"Costa Rica",2015,80.4069,48.4,17525.1404625145
"Costa Rica",2014,80.2313,48.6,16393.8095428323
"Costa Rica",2013,80.1892,49.2,15232.0771529497
"Costa Rica",2012,79.925,48.4,14463.7404448087
"Costa Rica",2011,79.624,48.8,13614.2603998924
"Costa Rica",2010,79.354,48,12927.5645928889
"Costa Rica",2009,79.3718,50.6,12273.8603955395
"Costa Rica",2008,79.1802,48.6,12471.6723103426
"Costa Rica",2007,79.0981,49.3,11841.9011712457
"Costa Rica",2006,79.049,49.3,10799.5114026467
"Costa Rica",2005,78.8766,47.5,9898.92919335857
"Costa Rica",2004,78.5116,48.4,9365.32775372372
"Costa Rica",2003,78.2142,49.3,8862.99412091181
"Costa Rica",2002,77.9394,51.8,8460.65229563525
"Costa Rica",2001,77.609,51.5,8190.07440906283
"Costa Rica",2000,77.3175,47.4,7879.47794967913
"Costa Rica",1999,77.0581,47.6,7563.24416708141
"Costa Rica",1998,76.8686,45.6,7306.03829120363
"Costa Rica",1997,76.6035,45.6,6890.16819295348
"Costa Rica",1996,76.4276,46.5,6568.44418642034
"Costa Rica",1995,76.44,45.7,6515.33709462711
"Costa Rica",1994,76.3287,46.7,6276.24957094554
"Costa Rica",1993,76.3153,45.9,6025.46577042167
"Costa Rica",1992,76.3849,45.6,5635.08261152454
"Costa Rica",1991,76.2375,46.6,5174.63203566695
"Costa Rica",1990,76.0936,45.2,5020.6359407231
"Croatia",2021,77.1412,28.9,36899.1955914521
"Croatia",2020,77.4972,29.5,31596.0264864169
"Croatia",2019,78.197,28.9,33064.2693921262
"Croatia",2018,77.8654,29.7,29789.3121086757
"Croatia",2017,77.7264,30.4,27889.5666037763
"Croatia",2016,77.6294,30.9,25804.6999157412
"Croatia",2015,77.6329,31.1,23758.9881630881
"Croatia",2014,77.5144,32.1,22708.2214919977
"Croatia",2013,77.51,32,22432.2396385494
"Croatia",2012,77.2841,32.5,21620.2126574641
"Croatia",2011,76.9926,32.3,21195.7557640257
"Croatia",2010,76.6761,32.4,20143.7495528981
"Croatia",2009,76.3127,32.6,20349.55163535
